,relax_label,functional,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,e_vasp_ref,type,natom,e_vasp_pa
30,2LFP-18346-6481-3 RELAX U=4.0 PBEsol,pbesol,2LFP-18346-6481-3,5beeba6a-c1f9-4244-9132-db5f75df539c,523883,-199.44628625,-49.8615715625,4.0,327.3661991873795,81.84154979684487,0.29641993749999784,AIRSS,28.0,0.04234570535714255
31,2LFP-1940-7841-1 RELAX U=4.0 PBEsol,pbesol,2LFP-1940-7841-1,684c3f8f-9d65-4213-b566-bc7bdd4c0677,523506,-199.42036212,-49.85509053,4.0,343.8685282825998,85.96713207064995,0.30290097000000316,AIRSS,28.0,0.04327156714285759
33,2LFP-19839-7511-7 RELAX U=4.0 PBEsol,pbesol,2LFP-19839-7511-7,743bb41e-eacc-40e4-b34c-e3e39b31d1a6,519853,-199.51230305,-49.8780757625,4.0,310.43389409053106,77.60847352263276,0.2799157374999979,AIRSS,28.0,0.039987962499999696
36,2LFP-19934-8797-5 RELAX U=4.0 PBEsol,pbesol,2LFP-19934-8797-5,a864cbf0-86f8-4533-a9bc-8d4049bd7a43,524022,-198.74038454,-49.685096135,4.0,338.1107919228494,84.52769798071235,0.4728953649999994,AIRSS,28.0,0.06755648071428563
37,2LFP-19939-2839-2 RELAX U=4.0 PBEsol,pbesol,2LFP-19939-2839-2,3f2c9609-8461-4be5-a9d5-38850fe1a15d,524122,-199.43051297,-49.8576282425,4.0,343.9758289915048,85.9939572478762,0.3003632575000026,AIRSS,28.0,0.04290903678571466
40,2LFP-20246-7083-6 RELAX U=4.0 PBEsol,pbesol,2LFP-20246-7083-6,c552000f-1919-4579-8542-c3d79d60e1b8,522884,-199.50856241,-49.8771406025,4.0,279.9327634975647,69.98319087439117,0.28085089750000236,AIRSS,28.0,0.04012155678571462
41,2LFP-22324-3473-5 RELAX U=4.0 PBEsol,pbesol,2LFP-22324-3473-5,66a296c3-abcf-4467-92f5-6b2dcc70a7bd,522960,-199.14734319,-49.7868357975,4.0,309.4483760298655,77.36209400746638,0.37115570250000474,AIRSS,28.0,0.05302224321428639
44,2LFP-23231-2013-1 RELAX U=4.0 PBEsol,pbesol,2LFP-23231-2013-1,957d5973-9088-40f9-8db2-f3cd16661391,523861,-198.71368565,-49.6784214125,4.0,334.14707349889864,83.53676837472466,0.47957008750000085,AIRSS,28.0,0.06851001250000012
46,2LFP-23232-1625-2 RELAX U=4.0 PBEsol,pbesol,2LFP-23232-1625-2,6f85e0fd-974a-4df6-8bdf-035b808e6f20,523612,-199.51008714,-49.877521785,4.0,310.03898481255237,77.50974620313809,0.2804697150000024,AIRSS,28.0,0.04006710214285748
47,2LFP-2341-6442-3 RELAX U=4.0 PBEsol,pbesol,2LFP-2341-6442-3,fc34be85-74e9-4813-b262-0407928ff79a,523762,-199.21241036,-49.80310259,4.0,318.312529085212,79.578132271303,0.35488890999999967,AIRSS,28.0,0.05069841571428567
48,2LFP-2341-6442-5 RELAX U=4.0 PBEsol,pbesol,2LFP-2341-6442-5,1bb2a3f6-b8da-4fd7-ab9e-4dbfcaf787e4,519833,-200.63190105,-50.1579752625,4.0,288.7209783055009,72.18024457637523,1.6237499998794647e-05,AIRSS,28.0,2.319642856970664e-06
50,2LFP-24926-5015-7 RELAX U=4.0 PBEsol,pbesol,2LFP-24926-5015-7,63c6295c-b46f-45d3-977f-0e459f140343,520046,-199.33381736,-49.83345434,4.0,325.971110342465,81.49277758561625,0.32453715999999844,AIRSS,28.0,0.046362451428571205
52,2LFP-24997-4087-4 RELAX U=4.0 PBEsol,pbesol,2LFP-24997-4087-4,54ac2b23-c70c-47be-af6e-7621f76b0831,524132,-199.16179869,-49.7904496725,4.0,341.7792209087913,85.44480522719782,0.3675418274999984,AIRSS,28.0,0.05250597535714263
54,2LFP-25073-9650-2 RELAX U=4.0 PBEsol,pbesol,2LFP-25073-9650-2,360ac1bf-651d-453d-a85c-dc29a02da239,523238,-199.86483225,-49.9662080625,4.0,343.23513566690013,85.80878391672503,0.19178343749999982,AIRSS,28.0,0.0273976339285714
57,2LFP-27197-4566-4 RELAX U=4.0 PBEsol,pbesol,2LFP-27197-4566-4,c9529b66-20c2-4137-83b3-320bd6c14440,519587,-200.6303478,-50.15758695,4.0,288.7055986340564,72.1763996585141,0.0004045499999989488,AIRSS,28.0,5.7792857142706975e-05
59,2LFP-28759-3100-3 RELAX U=4.0 PBEsol,pbesol,2LFP-28759-3100-3,d91cdfb6-1705-4e70-822c-5ddd6ca4bbc1,519970,-199.74747889,-49.9368697225,4.0,345.85313661518643,86.46328415379661,0.22112177750000228,AIRSS,28.0,0.031588825357143184
60,2LFP-31117-9610-1 RELAX U=4.0 PBEsol,pbesol,2LFP-31117-9610-1,82d3202f-c577-465a-9398-898118588144,519760,-199.61184874,-49.902962185,4.0,350.8920058517113,87.72300146292783,0.2550293150000016,AIRSS,28.0,0.03643275928571451
62,2LFP-31118-9894-1 RELAX U=4.0 PBEsol,pbesol,2LFP-31118-9894-1,0d83d31f-4c9b-4fac-931b-6eb92b4c3d08,522920,-200.36271359,-50.0906783975,4.0,281.1968586314554,70.29921465786386,0.06731310250000178,AIRSS,28.0,0.009616157500000253
64,2LFP-31578-197-10 RELAX U=4.0 PBEsol,pbesol,2LFP-31578-197-10,75e21845-0414-477a-8c36-1ad3e663f27f,524052,-199.34671762,-49.836679405,4.0,305.51845256578304,76.37961314144576,0.32131209500000324,AIRSS,28.0,0.04590172785714332
67,2LFP-4008-7075-4 RELAX U=4.0 PBEsol,pbesol,2LFP-4008-7075-4,85ba7514-8fbf-4b99-b8e7-51dead9daca1,521164,-199.75778968,-49.93944742,4.0,347.24582938518773,86.81145734629693,0.21854408000000092,AIRSS,28.0,0.03122058285714299
70,2LFP-4952-474-2 RELAX U=4.0 PBEsol,pbesol,2LFP-4952-474-2,1aa448c5-2455-4d6e-9800-3b563aa5a2c5,523413,-199.41984321,-49.8549608025,4.0,343.5667029689105,85.89167574222762,0.3030306974999988,AIRSS,28.0,0.04329009964285697
74,2LFP-6321-192-6 RELAX U=4.0 PBEsol,pbesol,2LFP-6321-192-6,93598714-6734-4b4c-8e5f-6a4b13aae1b8,519949,-199.33844243,-49.8346106075,4.0,326.4766927481298,81.61917318703244,0.3233808925000048,AIRSS,28.0,0.04619727035714354
76,2LFP-6808-1499-4 RELAX U=4.0 PBEsol,pbesol,2LFP-6808-1499-4,c5c718bc-7923-41cb-a45b-fcc5ffefb6fa,522950,-199.55354171,-49.8883854275,4.0,328.11031668052834,82.02757917013209,0.2696060725000038,AIRSS,28.0,0.03851515321428626
78,2LFP-7473-8062-7 RELAX U=4.0 PBEsol,pbesol,2LFP-7473-8062-7,9440ac62-40c0-482d-a777-e9ca1ec3b828,523347,-199.35096314,-49.837740785,4.0,339.6560898702427,84.91402246756067,0.32025071500000024,AIRSS,28.0,0.04575010214285718
79,2LFP-7943-4425-6 RELAX U=4.0 PBEsol,pbesol,2LFP-7943-4425-6,74e07044-1f2a-4916-b6b5-6232d5f14cc2,523319,-199.33676399,-49.8341909975,4.0,325.9882777657433,81.49706944143583,0.32380050249999925,AIRSS,28.0,0.046257214642857036
81,2LFP-9122-6374-3 RELAX U=4.0 PBEsol,pbesol,2LFP-9122-6374-3,0f3f31a0-8d07-4753-9840-a7319f948160,520167,-199.09144746,-49.772861865,4.0,354.7875593269344,88.6968898317336,0.3851296349999984,AIRSS,28.0,0.05501851928571406
84,2LFP-9456-216-5 RELAX U=4.0 PBEsol,pbesol,2LFP-9456-216-5,cf5d487f-a889-4ca9-ad3c-ec003b029578,523580,-199.9855628,-49.9963907,4.0,282.3747972563903,70.59369931409758,0.1616008000000022,AIRSS,28.0,0.023085828571428886
85,2LFP_REF-mp-19017 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-19017,1201543e-5b10-4b17-8174-19aa52d88f35,519248,-200.631966,-50.1579915,4.0,288.93232236314606,72.23308059078651,0.0,MP,28.0,0.0
87,2LFP_REF-mp-26041 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-26041,023cdb93-5d88-44f6-b295-a30cc83fcaec,519719,-199.86213721,-49.9655343025,4.0,343.35397980159246,85.83849495039811,0.1924571975000049,MP,28.0,0.027493885357143557
89,2LFP_REF-mp-26559 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-26559,72df4863-8537-4724-9b30-beb0689033ba,523693,-199.10477342,-49.776193355,4.0,340.0340580627197,85.00851451567992,0.38179814500000475,MP,28.0,0.054542592142857824
92,2LFP_REF-mp-26791 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-26791,9029bfb2-5129-44a8-b50f-a7e782d375b6,523532,-199.00690351,-49.7517258775,4.0,332.8073172634032,83.2018293158508,0.4062656225000012,MP,28.0,0.058037946071428745
93,2LFP_REF-mp-504184 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-504184,a55cd457-7a66-4d89-a7e2-dbc454edf7ab,519532,-199.82747104,-49.95686776,4.0,342.62713408652064,85.65678352163016,0.20112373999999988,MP,28.0,0.02873196285714284
95,2LFP_REF-mp-756958 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-756958,0b4b78d6-613d-4f30-8ed4-c239b5625d4d,520087,-199.89295819,-49.9732395475,4.0,353.71197986114316,88.42799496528579,0.18475195250000098,MP,28.0,0.02639313607142871
98,2LFP_REF-mp-757019 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-757019,ec27f2fb-6ad7-4dd4-80ba-69a49b5f87ac,523586,-199.09765364,-49.77441341,4.0,296.01012745836084,74.00253186459021,0.3835780900000003,MP,28.0,0.054796870000000046
99,2LFP_REF-mp-772210 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-772210,31167e1f-8dcf-4788-849d-23fdbb0a8dfa,519626,-99.87155378,-49.93577689,2.0,171.5396589408524,85.7698294704262,0.22221461000000176,MP,14.0,0.03174494428571454
102,2LFP_REF-mp-850917 RELAX U=4.0 PBEsol,pbesol,2LFP_REF-mp-850917,fb36250f-defa-445a-84e8-0a379d8581cf,523139,-199.98434375,-49.9960859375,4.0,282.01038376939925,70.50259594234981,0.161905562500003,MP,28.0,0.023129366071428997
103,LFP-11376-1071-12 RELAX U=4.0 PBEsol,pbesol,LFP-11376-1071-12,2dbe9e8c-317f-4ffb-9651-936bc1ff7212,523341,-99.87043758,-49.93521879,2.0,172.8058426401298,86.4029213200649,0.22277271000000098,AIRSS,14.0,0.031824672857143
105,LFP-11376-1071-3 RELAX U=4.0 PBEsol,pbesol,LFP-11376-1071-3,931220b2-33ec-40e1-9d4c-d7565b8347fa,519498,-99.74334562,-49.87167281,2.0,170.11582569961868,85.05791284980934,0.28631869000000165,AIRSS,14.0,0.04090267000000024
107,LFP-12154-4940-4 RELAX U=4.0 PBEsol,pbesol,LFP-12154-4940-4,0209cd2c-a616-4aa3-aa99-4bf536a35599,523202,-99.72221208,-49.86110604,2.0,152.46084335645688,76.23042167822844,0.2968854599999986,AIRSS,14.0,0.04241220857142837
109,LFP-12156-6732-2 RELAX U=4.0 PBEsol,pbesol,LFP-12156-6732-2,78d12cab-89d7-49a2-a5f7-aff9534b01f9,523642,-99.77165372,-49.88582686,2.0,151.5316510675504,75.7658255337752,0.27216463999999974,AIRSS,14.0,0.03888066285714282
111,LFP-12593-8953-21 RELAX U=4.0 PBEsol,pbesol,LFP-12593-8953-21,ebfe0573-4970-4139-b293-34ca5b949870,523682,-99.78402727,-49.892013635,2.0,152.53589669332564,76.26794834666282,0.26597786500000353,AIRSS,14.0,0.03799683785714336
112,LFP-12593-8953-26 RELAX U=4.0 PBEsol,pbesol,LFP-12593-8953-26,28941889-94c4-4f45-8422-aba85bb3360a,523005,-99.72397673,-49.861988365,2.0,152.9041712079231,76.45208560396155,0.2960031349999994,AIRSS,14.0,0.04228616214285706
115,LFP-1368-7693-4 RELAX U=4.0 PBEsol,pbesol,LFP-1368-7693-4,be19bb3d-293b-4e13-bcb4-ef3fac173a1c,523793,-99.75702863,-49.878514315,2.0,139.87243248853335,69.93621624426667,0.2794771850000046,AIRSS,14.0,0.039925312142857806
116,LFP-1369-7850-20 RELAX U=4.0 PBEsol,pbesol,LFP-1369-7850-20,81de081a-2d94-456d-8095-c1d07790fa53,525828,-99.71814645,-49.859073225,2.0,171.44961405448842,85.72480702724421,0.29891827499999835,AIRSS,14.0,0.04270261071428548
118,LFP-1369-7850-30 RELAX U=4.0 PBEsol,pbesol,LFP-1369-7850-30,1e3b5382-40bb-4432-9051-59a0191c64f3,523467,-99.75758469,-49.878792345,2.0,140.02140309753256,70.01070154876628,0.2791991550000006,AIRSS,14.0,0.03988559357142866
121,LFP-1369-7850-41 RELAX U=4.0 PBEsol,pbesol,LFP-1369-7850-41,bcc01b16-59d7-47b3-aa09-af2063710a42,524251,-99.71801689,-49.859008445,2.0,172.10171235900242,86.05085617950121,0.2989830550000008,AIRSS,14.0,0.04271186500000011
123,LFP-15169-3053-19 RELAX U=4.0 PBEsol,pbesol,LFP-15169-3053-19,4024df13-91c0-4015-8be3-05e4ce4b8b9e,523295,-100.18160532,-50.09080266,2.0,140.55575680541767,70.27787840270884,0.06718884000000003,AIRSS,14.0,0.009598405714285718
126,LFP-15169-3053-35 RELAX U=4.0 PBEsol,pbesol,LFP-15169-3053-35,e60a6e0e-b2c6-49a1-a175-4e58959c41b5,523437,-99.90213444,-49.95106722,2.0,141.84140198169845,70.92070099084923,0.20692428000000263,AIRSS,14.0,0.029560611428571804
127,LFP-15169-3053-39 RELAX U=4.0 PBEsol,pbesol,LFP-15169-3053-39,29a46406-0d9a-4ecd-8b2e-ccc1ac507529,523470,-99.61898374,-49.80949187,2.0,180.48918751867174,90.24459375933587,0.34849962999999917,AIRSS,14.0,0.04978566142857131
130,LFP-15169-3053-4 RELAX U=4.0 PBEsol,pbesol,LFP-15169-3053-4,9704d16d-5c4d-4758-a191-e1889f0e3a6a,523086,-99.9014758,-49.9507379,2.0,141.6581525363694,70.8290762681847,0.20725360000000137,AIRSS,14.0,0.02960765714285734
131,LFP-15169-3053-7 RELAX U=4.0 PBEsol,pbesol,LFP-15169-3053-7,6b410d3f-c73d-4ca2-9a27-9b389bf77a15,523777,-99.79200596,-49.89600298,2.0,170.90898497701463,85.45449248850731,0.2619885200000027,AIRSS,14.0,0.03742693142857182
133,LFP-18498-6358-3 RELAX U=4.0 PBEsol,pbesol,LFP-18498-6358-3,b0ba1a72-18f2-4f9b-98c0-1cd6a6de3dad,523369,-99.65564174,-49.82782087,2.0,152.43170981400183,76.21585490700092,0.3301706300000049,AIRSS,14.0,0.04716723285714356
134,LFP-19057-5684-1 RELAX U=4.0 PBEsol,pbesol,LFP-19057-5684-1,bba1af3b-9eb7-4c67-b200-e686bc55eb25,523713,-99.65275591,-49.826377955,2.0,152.24801945733392,76.12400972866696,0.3316135450000033,AIRSS,14.0,0.04737336357142904
135,LFP-19057-5684-19 RELAX U=4.0 PBEsol,pbesol,LFP-19057-5684-19,877dc080-0a66-4a46-88f1-f65a89e1f51b,519590,-100.18093918,-50.09046959,2.0,140.60479381379136,70.30239690689568,0.06752191000000352,AIRSS,14.0,0.009645987142857646
137,LFP-19058-5519-19 RELAX U=4.0 PBEsol,pbesol,LFP-19058-5519-19,3dd73344-0248-4ac4-b511-d2bc52a55af8,523990,-99.72513348,-49.86256674,2.0,170.91214983909552,85.45607491954776,0.29542476000000306,AIRSS,14.0,0.04220353714285758
140,LFP-19058-5519-23 RELAX U=4.0 PBEsol,pbesol,LFP-19058-5519-23,144912e8-3633-43e8-b1f0-0646b31befc7,519452,-99.87245366,-49.93622683,2.0,171.52339892485952,85.76169946242976,0.2217646699999989,AIRSS,14.0,0.031680667142856986
142,LFP-19058-5519-47 RELAX U=4.0 PBEsol,pbesol,LFP-19058-5519-47,af840a81-d8ef-4f15-954e-fa0dec3dacf1,523119,-99.89583053,-49.947915265,2.0,141.4812857460705,70.74064287303526,0.2100762350000025,AIRSS,14.0,0.03001089071428607
143,LFP-19058-5519-9 RELAX U=4.0 PBEsol,pbesol,LFP-19058-5519-9,623f50ab-c3eb-4b8f-ad7c-73c6d115e769,520157,-99.58710371,-49.793551855,2.0,177.4412090656428,88.7206045328214,0.3644396450000045,AIRSS,14.0,0.05206280642857207
146,LFP-21279-8936-19 RELAX U=4.0 PBEsol,pbesol,LFP-21279-8936-19,e64d9cef-f833-4b24-8085-78d824da1cb8,523490,-99.53270426,-49.76635213,2.0,165.1187313269755,82.55936566348775,0.39163937000000004,AIRSS,14.0,0.05594848142857144
148,LFP-21279-8936-33 RELAX U=4.0 PBEsol,pbesol,LFP-21279-8936-33,944bdf36-dd1c-48fd-b8f9-bba734471511,522980,-99.86883109,-49.934415545,2.0,172.94039677942973,86.47019838971487,0.22357595500000116,AIRSS,14.0,0.03193942214285731
149,LFP-21279-8936-38 RELAX U=4.0 PBEsol,pbesol,LFP-21279-8936-38,196e1bfc-fd08-469b-8bcd-ddc0fdb4425a,519980,-99.7250296,-49.8625148,2.0,152.93998917323376,76.46999458661688,0.2954767000000018,AIRSS,14.0,0.0422109571428574
151,LFP-21279-8936-42 RELAX U=4.0 PBEsol,pbesol,LFP-21279-8936-42,389d3387-28ca-43c2-96dd-ddf7f6e19a36,523447,-99.55822146,-49.77911073,2.0,172.12644143341052,86.06322071670526,0.3788807700000021,AIRSS,14.0,0.05412582428571459
153,LFP-21279-8936-43 RELAX U=4.0 PBEsol,pbesol,LFP-21279-8936-43,e245fb9b-94c5-4ee4-ad94-f7a7d03a44e3,523696,-99.87572322,-49.93786161,2.0,172.98770058062203,86.49385029031102,0.2201298900000026,AIRSS,14.0,0.031447127142857516
155,LFP-21280-8754-24 RELAX U=4.0 PBEsol,pbesol,LFP-21280-8754-24,93957215-bab5-4871-866e-5625582941be,523672,-99.72163015,-49.860815075,2.0,171.56698182067473,85.78349091033736,0.2971764250000035,AIRSS,14.0,0.042453775000000506
156,LFP-21784-8189-11 RELAX U=4.0 PBEsol,pbesol,LFP-21784-8189-11,1427ee89-a1bf-4de1-9dc7-29981332364a,523399,-99.72485015,-49.862425075,2.0,152.7766527089719,76.38832635448595,0.2955664250000041,AIRSS,14.0,0.04222377500000058
159,LFP-21784-8189-13 RELAX U=4.0 PBEsol,pbesol,LFP-21784-8189-13,e042dd36-0eaa-42a9-84a7-1e6745bc126b,519843,-99.87062275,-49.935311375,2.0,172.99436416471477,86.49718208235738,0.22268012500000367,AIRSS,14.0,0.031811446428571956
160,LFP-23066-6472-1 RELAX U=4.0 PBEsol,pbesol,LFP-23066-6472-1,21d1529e-3ec9-4c48-90de-15e9e9c81fce,523008,-99.87188686,-49.93594343,2.0,171.46630946684536,85.73315473342268,0.2220480699999996,AIRSS,14.0,0.0317211528571428
163,LFP-23066-6472-15 RELAX U=4.0 PBEsol,pbesol,LFP-23066-6472-15,8a33609e-c149-4496-8d08-2cdaa225b70a,522969,-100.18146341,-50.090731705,2.0,140.5409496583482,70.2704748291741,0.06725979499999823,AIRSS,14.0,0.00960854214285689
164,LFP-23066-6472-2 RELAX U=4.0 PBEsol,pbesol,LFP-23066-6472-2,521c6d21-6316-4ccf-8124-d8d9cd64bd6b,523955,-99.87052016,-49.93526008,2.0,171.4657351538833,85.73286757694164,0.22273142000000234,AIRSS,14.0,0.03181877428571462
166,LFP-23066-6472-24 RELAX U=4.0 PBEsol,pbesol,LFP-23066-6472-24,4b9f0198-0ba8-4250-a344-ad8f6dbf1730,523205,-99.87002602,-49.93501301,2.0,172.91761150439015,86.45880575219508,0.2229784900000027,AIRSS,14.0,0.03185407000000039
168,LFP-23066-6472-4 RELAX U=4.0 PBEsol,pbesol,LFP-23066-6472-4,2aae0526-f072-4c9f-8d5a-575ef2d1e436,523726,-99.57846121,-49.789230605,2.0,170.5299818009825,85.26499090049126,0.3687608950000012,AIRSS,14.0,0.05268012785714303
170,LFP-23067-6668-11 RELAX U=4.0 PBEsol,pbesol,LFP-23067-6668-11,a231b72b-1091-4179-87c5-d255b5a5e1c6,523065,-99.75714922,-49.87857461,2.0,140.1458133056949,70.07290665284745,0.27941689000000025,AIRSS,14.0,0.039916698571428606
172,LFP-23067-6668-16 RELAX U=4.0 PBEsol,pbesol,LFP-23067-6668-16,8655e77e-bbaa-4936-afdf-3537234553d7,522990,-99.86423913,-49.932119565,2.0,171.54181629351692,85.77090814675846,0.2258719350000007,AIRSS,14.0,0.03226741928571438
174,LFP-23067-6668-27 RELAX U=4.0 PBEsol,pbesol,LFP-23067-6668-27,7201ce9d-efac-4793-b50e-aca0cd6bce45,519546,-99.74354373,-49.871771865,2.0,170.69134323333157,85.34567161666578,0.2862196350000019,AIRSS,14.0,0.04088851928571456
177,LFP-23067-6668-6 RELAX U=4.0 PBEsol,pbesol,LFP-23067-6668-6,6e9b9697-93c6-4057-84b8-c0daca2c743e,523747,-99.78672785,-49.893363925,2.0,153.05136320302074,76.52568160151037,0.26462757499999867,AIRSS,14.0,0.03780393928571409
178,LFP-23100-4980-1 RELAX U=4.0 PBEsol,pbesol,LFP-23100-4980-1,531ef406-2fcf-488c-b92b-615034f21593,523247,-99.77135373,-49.885676865,2.0,151.49269620989406,75.74634810494703,0.27231463500000075,AIRSS,14.0,0.03890209071428582
181,LFP-23100-4980-40 RELAX U=4.0 PBEsol,pbesol,LFP-23100-4980-40,8f2080fa-2be5-40bc-bba4-62ba069de4fe,519629,-99.79235701,-49.896178505,2.0,171.0231413355658,85.5115706677829,0.26181299499999966,AIRSS,14.0,0.03740185642857138
182,LFP-23100-4980-5 RELAX U=4.0 PBEsol,pbesol,LFP-23100-4980-5,7516c88a-cea6-4577-bfdc-96b0a8e51626,523378,-99.72438701,-49.862193505,2.0,152.850251413542,76.425125706771,0.2957979950000009,AIRSS,14.0,0.04225685642857156
185,LFP-23100-4980-8 RELAX U=4.0 PBEsol,pbesol,LFP-23100-4980-8,3cd4a41b-7319-4e87-aea7-e46e45109a9f,519792,-99.79119146,-49.89559573,2.0,170.87595923937897,85.43797961968949,0.2623957700000048,AIRSS,14.0,0.03748511000000069
187,LFP-23100-4980-9 RELAX U=4.0 PBEsol,pbesol,LFP-23100-4980-9,627810a0-7029-4005-b057-94e81a87065d,523659,-99.74457649,-49.872288245,2.0,170.41351252758034,85.20675626379017,0.2857032550000014,AIRSS,14.0,0.04081475071428591
188,LFP-23101-3759-15 RELAX U=4.0 PBEsol,pbesol,LFP-23101-3759-15,953faca2-0d0f-45ab-9565-c7eaf95cb344,522873,-99.87120245,-49.935601225,2.0,171.3633442363324,85.6816721181662,0.2223902750000022,AIRSS,14.0,0.0317700392857146
190,LFP-23101-3759-23 RELAX U=4.0 PBEsol,pbesol,LFP-23101-3759-23,ddc2f7f5-adc1-4c33-8542-654995db9ef3,519685,-99.74614067,-49.873070335,2.0,170.45284788391996,85.22642394195998,0.2849211650000001,AIRSS,14.0,0.04070302357142858
192,LFP-23101-3759-7 RELAX U=4.0 PBEsol,pbesol,LFP-23101-3759-7,34670063-7f18-4aab-a165-39c2be7b40cc,519705,-99.90158413,-49.950792065,2.0,141.63813851579425,70.81906925789713,0.2071994349999997,AIRSS,14.0,0.029599919285714243
194,LFP-24966-1635-11 RELAX U=4.0 PBEsol,pbesol,LFP-24966-1635-11,764ce646-9090-45b9-81fe-01d483f577aa,519507,-99.75302641,-49.876513205,2.0,177.4970295902954,88.7485147951477,0.28147829499999943,AIRSS,14.0,0.04021118499999992
196,LFP-24966-1635-2 RELAX U=4.0 PBEsol,pbesol,LFP-24966-1635-2,af5629b8-6146-4e94-9f5f-00e4d8e42248,524101,-99.5727631,-49.78638155,2.0,167.14638727509407,83.57319363754704,0.37160994999999986,AIRSS,14.0,0.053087135714285694
198,LFP-24966-1635-25 RELAX U=4.0 PBEsol,pbesol,LFP-24966-1635-25,31c9e98a-1c54-4b02-b024-83379125285c,519543,-99.74046077,-49.870230385,2.0,170.5606029450136,85.2803014725068,0.2877611150000021,AIRSS,14.0,0.041108730714286015
201,LFP-30709-5623-7 RELAX U=4.0 PBEsol,pbesol,LFP-30709-5623-7,fa956345-9677-4959-a043-96c8bce70f6f,523547,-99.87043827,-49.935219135,2.0,173.22990642226122,86.61495321113061,0.2227723650000044,AIRSS,14.0,0.0318246235714292
204,LFP-30710-5834-15 RELAX U=4.0 PBEsol,pbesol,LFP-30710-5834-15,fc088085-c572-44d1-9c98-325e8d4a4f32,523344,-99.86477583,-49.932387915,2.0,171.32993510922267,85.66496755461134,0.22560358500000177,AIRSS,14.0,0.032229083571428827
