,relax_label,functional,label,relax_work,relaxed,energy,energy_fu,nform,volume,volume_fu,energy_per_atom,fmax,state,project_name,seed_name,umap,incar,pmg_struct,formula,e_vasp_ref,type,natom,e_vasp_ref_pa,max_force
50,2LiFeSO4F-200804-051350-99d823 RELAXED RELAX U=4.0,pbe,2LiFeSO4F-200804-051350-99d823,e3cb6f8f-3e1a-41a3-9cdc-12a051e68360,495321.0,-96.42572342,-48.21286171,2.0,191.98223286420753,95.99111643210377,,,,,,,,,,0.05961681499999827,AIRSS,16.0,0.007452101874999784,0.024755030059317
35,LiFeSO4F triplite-ordered-5 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-5,6791e26d-2c77-4c88-997b-e2609f8af8c2,250255.0,-192.85114333,-48.2127858325,4.0,366.7265103002928,91.6816275750732,,,,,,,,,,0.05969269249999343,triplite,32.0,0.007461586562499178,0.022112027142162
0,mp-1222389 RELAXED RELAX U=4.0,pbe,mp-1222389,86cdf2cb-cba6-4e65-88f6-9e8ac1303974,259156.0,-96.4252334,-48.2126167,2.0,190.93222014450302,95.46611007225151,,,,,,,,,,0.0598618249999987,MP,16.0,0.007482728124999838,0.029941253566616
27,2LiFeSO4F-210215-133821-4b6705 STATIC,pbe,2LiFeSO4F-210215-133821-4b6705 STATIC-run2,,,-96.41941711,-48.209708555,2.0,205.28232458213623,102.64116229106811,-6.026213569375,0.026246696729506743,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.001, 0.001, 3.741, 3.742, 0.008, 0.008, 0.02, 0.011, 0.018, 0.035, 0.018, 0.011, 0.02, 0.035, 0.06, 0.06], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.479107   5.479108   8.182474
angles:  67.773842  67.773837  70.572472
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.343034  0.870805  0.713849     0.001
  1  Li    0.129195  0.656966  0.286151     0.001
  2  Fe    0.736134  0.763892  2.5e-05      3.742
  3  Fe    0.236108  0.263866  0.999975     3.742
  4  S     0.622005  0.149771  0.270795     0.008
  5  S     0.850229  0.377995  0.729205     0.008
  6  O     0.535639  0.452502  0.215988     0.019
  7  O     0.508624  0.036388  0.467145     0.011
  8  O     0.924733  0.063397  0.215886     0.019
  9  O     0.518815  0.046776  0.165453     0.035
 10  O     0.547498  0.464361  0.784012     0.019
 11  O     0.963612  0.491376  0.532855     0.011
 12  O     0.936603  0.075267  0.784114     0.019
 13  O     0.953224  0.481185  0.834547     0.035
 14  F     0.419806  0.947505  0.892458     0.06
 15  F     0.052495  0.580194  0.107542     0.06",LiFeSO4F,0.06276996999999795,AIRSS,16.0,0.007846246249999744,
192,2LiFeSO4F-200804-014737-2921ed RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-014737-2921ed,74612596-1575-44b8-a5b5-da692fdb954e,148462.0,-96.40200243,-48.201001215,2.0,188.77989163287995,94.38994581643998,,,,,,,,,,0.0714773099999988,AIRSS,16.0,0.00893466374999985,0.026084916142094
133,2LiFeSO4F-200804-035858-0983ac RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-035858-0983ac,efe9c3a6-85b8-46f8-a5bb-e97e36ac9860,150787.0,-96.40195836,-48.20097918,2.0,188.2631706498646,94.1315853249323,,,,,,,,,,0.07149934499999944,AIRSS,16.0,0.00893741812499993,0.019081353997392
36,2LiFeSO4F-210215-193558-022ff2 STATIC,pbe,2LiFeSO4F-210215-193558-022ff2 STATIC-run2,,,-96.40182249,-48.200911245,2.0,188.25656831883092,94.12828415941546,-6.025113905625,0.022278161184042994,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.747, 3.747, 0.007, 0.007, 0.004, 0.021, 0.017, 0.037, 0.004, 0.021, 0.017, 0.037, 0.05, 0.05], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.213297   7.275030   6.274279
angles:  64.524277  80.333288  61.325097
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.885186  0.741209  0.405635     0
  1  Li    0.114814  0.258791  0.594365     0
  2  Fe    0.50231   0.388498  0.803194     3.747
  3  Fe    0.49769   0.611502  0.196806     3.747
  4  S     0.909553  0.837142  0.85269      0.007
  5  S     0.090447  0.162858  0.14731      0.007
  6  O     0.792667  0.809421  0.67988      0.004
  7  O     0.764445  0.774121  0.083558     0.021
  8  O     0.866038  0.074052  0.773779     0.017
  9  O     0.237128  0.675654  0.902132     0.037
 10  O     0.207333  0.190579  0.32012      0.004
 11  O     0.235555  0.225879  0.916443     0.021
 12  O     0.133962  0.925948  0.226221     0.017
 13  O     0.762872  0.324346  0.097868     0.037
 14  F     0.278228  0.480119  0.466453     0.05
 15  F     0.721772  0.519881  0.533547     0.05",LiFeSO4F,0.07156727999999646,AIRSS,16.0,0.008945909999999557,
88,2LiFeSO4F-200804-053505-4412a9 RELAX U=4.0 MICHAEL,pbe,2LiFeSO4F-200804-053505-4412a9,3ced86be-6806-414d-9640-2bdcb1430c91,150611.0,-96.40160683,-48.200803415,2.0,188.39607950471037,94.19803975235519,,,,,,,,,,0.07167510999999394,AIRSS,16.0,0.008959388749999242,0.019344641311118
21,2LiFeSO4F-210215-164415-f05187 STATIC,pbe,2LiFeSO4F-210215-164415-f05187 STATIC-run2,,,-96.4015145,-48.20075725,2.0,188.37278239106672,94.18639119553336,-6.02509465625,0.02468639787088023,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.747, 3.747, 0.007, 0.007, 0.004, 0.021, 0.037, 0.017, 0.004, 0.021, 0.037, 0.017, 0.05, 0.05], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.218200   6.609142   6.269033
angles: 109.719634  99.901468 105.042267
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.125405  0.239886  0.092206     0
  1  Li    0.874595  0.760114  0.907794     0
  2  Fe    0.390098  0.887899  0.696593     3.747
  3  Fe    0.609902  0.112101  0.303407     3.747
  4  S     0.246923  0.336144  0.645598     0.007
  5  S     0.753077  0.663856  0.354402     0.007
  6  O     0.100949  0.306209  0.816752     0.004
  7  O     0.039388  0.274313  0.414037     0.021
  8  O     0.413145  0.174926  0.59659      0.037
  9  O     0.440236  0.573014  0.726165     0.017
 10  O     0.899051  0.693791  0.183248     0.004
 11  O     0.960612  0.725687  0.585963     0.021
 12  O     0.586855  0.825074  0.40341      0.037
 13  O     0.559764  0.426986  0.273835     0.017
 14  F     0.741698  0.019573  0.966186     0.05
 15  F     0.258302  0.980427  0.033814     0.05",LiFeSO4F,0.07172127499999448,AIRSS,16.0,0.00896515937499931,
45,LiFeSO4F-triplite_0 RELAXED RELAX U=4.0,pbe,LiFeSO4F-triplite_0 RELAXED,11234d00-2545-4787-830e-ec4f8e151806,495928.0,-192.80245521,-48.2006138025,4.0,369.2238172710951,92.30595431777377,,,,,,,,,,0.07186472249999554,triplite,32.0,0.008983090312499442,0.02837759582292
8,2LiFeSO4F-210215-172255-70d3c5 STATIC,pbe,2LiFeSO4F-210215-172255-70d3c5 STATIC-run2,,,-96.40081886,-48.20040943,2.0,188.0975474743523,94.04877373717615,-6.02505117875,0.028367785493874916,successful,catdisc/LiFeSO4F/run2,2LiFeSO4F,"{'Li': 0.0, 'Fe': 4.0, 'S': 0.0, 'O': 0.0, 'F': 0.0}","{'ISTART': 1, 'PREC': 'accurate', 'ALGO': 'Normal', 'ISPIN': 2, 'ICHARG': 0, 'NELM': 200, 'NELMIN': 6, 'IBRION': -1, 'EDIFF': 1.6e-05, 'EDIFFG': -0.03, 'NSW': 0, 'ISIF': 3, 'ENMAX': 520.0, 'ENCUT': 520.0, 'MAGMOM': [0.0, 0.0, 3.747, 3.747, 0.007, 0.007, 0.004, 0.017, 0.037, 0.021, 0.004, 0.017, 0.037, 0.021, 0.05, 0.05], 'LREAL': False, 'ISMEAR': 0, 'SIGMA': 0.05, 'LMAXMIX': 4, 'LWAVE': False, 'LCHARG': True, 'LVHAR': True, 'LORBIT': 11, 'LASPH': True, 'LAECHG': True, 'KPOINT_BSE': [-1, 0, 0, 0], 'GGA': 'Pe', 'LDAU': True, 'LDAUTYPE': [2], 'LDAUL': [0, 2, 0, 0, 0], 'LDAUU': [0.0, 4.0, 0.0, 0.0, 0.0], 'LDAUJ': [0.0, 0.0, 0.0, 0.0, 0.0], 'LDAUPRINT': 1}","Full Formula (Li2 Fe2 S2 O8 F2)
Reduced Formula: LiFeSO4F
abc   :   5.205585   6.277935   6.616900
angles: 110.166772  74.963797  80.449254
Sites (16)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Li    0.626645  0.905264  0.258507     0
  1  Li    0.373355  0.094736  0.741493     0
  2  Fe    0.108546  0.696947  0.388975     3.747
  3  Fe    0.891454  0.303053  0.611025     3.747
  4  S     0.746397  0.352312  0.162864     0.007
  5  S     0.253603  0.647688  0.837136     0.007
  6  O     0.600829  0.18012   0.191058     0.004
  7  O     0.940232  0.272117  0.925956     0.017
  8  O     0.912545  0.402678  0.324632     0.037
  9  O     0.538793  0.583167  0.225463     0.021
 10  O     0.399171  0.81988   0.808942     0.004
 11  O     0.059768  0.727883  0.074044     0.017
 12  O     0.087455  0.597322  0.675368     0.037
 13  O     0.461207  0.416833  0.774537     0.021
 14  F     0.242439  0.033135  0.479705     0.05
 15  F     0.757561  0.966865  0.520295     0.05",LiFeSO4F,0.07206909499999625,AIRSS,16.0,0.009008636874999532,
47,LiFeSO4F triplite-ordered-0 RELAX U=4.0,pbe,LiFeSO4F triplite-ordered-0,81078706-b70a-4e8a-a7c8-9cec3e9b0632,250214.0,-192.80153703,-48.2003842575,4.0,368.80064700579555,92.20016175144889,,,,,,,,,,0.07209426749999892,triplite,32.0,0.009011783437499865,0.028665329367173
10,4LiFeSO4F-200804-093629-270f26 RELAX U=4.0 MICHAEL FORCE CONV RERUN FM PBE,pbe,4LiFeSO4F-200804-093629-270f26,e0ec992f-9ef3-4f00-9a25-e343f7d8195b,525394.0,-192.79721132,-48.19930283,4.0,371.005661980465,92.75141549511625,,,,,,,,,,0.07317569499999621,AIRSS,32.0,0.009146961874999526,0.024395623720875
50,4LiFeSO4F-200804-071333-99f30d RELAX U=4.0 MICHAEL,pbe,4LiFeSO4F-200804-071333-99f30d,440ae3ff-7865-4f95-9961-1ff6226812fc,150507.0,-192.78943404,-48.19735851,4.0,371.52317022491343,92.88079255622836,,,,,,,,,,0.07512001499999599,AIRSS,32.0,0.009390001874999498,0.034987886888958
